District,Total Population,Total housing units,Biden 20 Votes,Trump 20 Votes,2020 Votes,Clinton 16 Votes,Trump 16 Votes,2016 Votes,2012 Margin,Obama Votes,McCain Votes,High school,"Some college, no degree",Associates degree,Bachelors degree,Graduate or professional degree,Median household income,Mean household income,Occupied housing units,Vacant housing units,Median house value,Median gross rent,Urban Population,Suburban Population,Rural Population,Total Respondents,Employed,Unemployed,Not in labor force,Driving alone,Carpools and taxis,Public transportation (excluding taxis),Walked,Other means,Worked from home,Mean travel time to work (minutes),Median age,One race,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some other race,Two or more races,Latino
TX-10,775543,322370,135000,198883,333883,89622,158886,248508,34.59%,58636,106071,120227,92727,35704,124552,77564,73784,106853,286088,36282,327400,1144,103628,313915,206949,624492,360190,17871,243793,242375,23161,1777,6003,7385,75659,24.6,37.2,675287,500783,75512,4283,45056,667,48986,100256,192595
TX-11,766787,337457,78034,186136,264170,58948,151570,210518,45.21%,64494,148863,130811,121995,41387,80402,38485,60533,79461,296739,40718,196800,969,165331,363904,137915,667150,338045,24773,202365,271617,40390,781,3785,3197,26389,22.7,34,602513,406063,89117,6754,13077,770,86732,164274,320967
TX-12,783568,313833,130336,189255,319591,86025,149773,235798,31.56%,81400,137374,130122,114125,38572,116804,63901,74002,101612,292649,21184,272100,1251,153201,377899,80652,611753,383364,17916,209043,275293,31104,1525,3544,4573,62874,26.2,35.9,674448,465884,102834,4132,35283,1286,65029,109120,188942
TX-13,770850,335947,79204,215375,294579,56429,187605,244034,54.16%,67432,189865,148941,111528,41509,86422,41186,56933,77194,291890,44057,156100,944,168648,391247,175535,735431,367888,16842,221580,279292,35690,1375,10333,7031,34265,20.4,35.5,644614,517254,52912,7951,18098,989,47410,126236,217427
TX-14,767371,333206,110058,199664,309722,89714,164915,254629,27.69%,94818,147850,148221,124522,52083,92209,40761,71372,93218,291764,41442,215500,1090,162987,394685,131123,688795,338050,24958,239394,274693,17762,365,4564,4787,31470,25.7,37.6,621694,435286,113564,3581,21556,1635,46072,145677,204676
TX-15,778024,281296,109181,115716,224897,98387,74636,173023,-12.83%,77668,60604,132000,88234,27053,71192,29780,50003,68158,249114,32182,132900,833,201489,309602,173046,684136,308631,25179,247186,231958,29542,543,2074,3985,33709,22.5,32.8,377418,267403,12547,2461,8443,644,85920,400606,648070
TX-16,772269,289015,163541,77014,240555,134603,51691,186294,-31.51%,110598,57487,124040,102613,42147,91988,40280,51323,69620,268538,20477,151300,908,233677,444951,19888,698516,326420,30054,219795,251011,32095,3478,5351,7252,34333,24.2,33.3,408563,224019,22423,8194,9165,778,143984,363706,641063
TX-17,787536,330250,114760,182909,297669,81546,150175,231721,29.37%,115164,177682,147001,116656,44388,87032,49177,57475,78894,289334,40916,192300,1047,125608,314465,262064,702137,349442,25400,246395,255565,29198,59,4761,5277,47051,24.4,35.4,636376,449598,109992,7215,19389,537,49645,151160,204782
TX-18,758643,309155,177328,60358,237686,143924,43218,187142,-44.64%,136975,48908,131720,93739,30434,87413,47598,53533,84949,278619,30536,200800,1101,345682,300886,24005,670573,346799,35085,208833,235042,39902,5065,4437,8460,45984,28.2,34,548862,174306,228930,10366,28448,473,106339,209781,354379
TX-19,772398,329848,73170,202442,275612,55570,170483,226053,48.75%,68805,175294,143643,100962,39307,77539,42847,54084,73134,293333,36515,146800,943,189298,338015,205512,732825,352734,16865,230267,282642,36961,1459,5046,3659,21805,18.7,33.6,597442,470513,46619,3811,11433,436,64630,174956,310479
TX-2,756374,288565,121726,194821,316547,79505,159143,238648,45.16%,59342,141855,107195,104744,40003,119253,64948,85790,111553,266063,22502,258000,1330,54445,440539,75165,570148,355595,23465,190723,262107,20704,2311,1574,6857,56676,30.9,35.5,583059,410166,89399,4203,31319,1452,46520,173315,254326
TX-20,776074,309991,172370,85593,257963,128504,63410,191914,-25.69%,110910,68117,133012,106027,41782,78980,43089,54117,69241,284181,25810,187300,1129,256653,402800,15390,674844,365934,28030,196682,243226,50744,5798,4694,6972,51702,23.7,32.7,452631,263746,48045,6436,23664,843,109897,323443,563769
TX-21,799871,350502,164129,246182,410311,107813,197900,305713,37.32%,96617,181253,100979,114355,46948,153938,102339,84168,111888,316716,33786,343700,1232,113405,367820,157699,638924,378890,18299,238434,263163,29707,809,4427,5660,75299,25.8,40.6,615271,514784,20791,5916,22292,1596,49892,184600,262157
TX-22,811754,294100,138153,191891,330044,91233,153033,244266,38.77%,67496,133571,112185,83992,38692,149149,94778,90555,115628,279511,14589,300700,1348,54023,410548,93471,558041,372908,24456,217892,260176,30282,2271,2602,8196,64275,29.3,36.9,660503,372913,93810,4671,103137,834,85138,151251,258107
TX-23,778183,285024,134512,155638,290150,103691,113057,216748,11.13%,90192,103146,122031,99994,40948,88897,60210,69566,97149,258069,26955,216500,1087,157489,305053,206326,668867,335315,21159,226367,245042,38494,992,7093,7445,46862,26,34.4,498220,338348,31613,7956,18515,385,101403,279963,496241
TX-24,746916,302730,168211,216479,384690,114863,192164,307027,39.81%,101032,198903,81225,93573,31753,165867,102969,98648,151650,284035,18695,395500,1428,115148,577045,6458,698651,389049,16226,180286,247958,26107,1192,3980,5348,98515,24.2,39.6,659169,505249,53221,3049,62545,1255,33850,87747,132498
TX-25,784447,319582,112341,216142,328483,81351,183106,264457,38.79%,87927,172427,150266,117971,42920,107883,50233,68500,87977,289773,29809,242400,1180,112659,388738,180792,682189,375014,23320,219073,279624,33626,45,3540,4525,47889,28.1,38.1,674729,491906,93803,6195,27734,309,54782,109718,183056
TX-26,800175,304059,144687,211707,356394,82905,161960,244865,41.81%,68835,139056,95144,110089,49479,168079,88514,102036,128570,292793,11266,358700,1456,65263,419585,82219,567067,429385,23833,172462,274372,27395,387,3296,5193,113868,28.4,38.1,680776,477163,69419,5620,75847,0,52727,119399,158530
TX-27,775401,334996,109703,174232,283935,90129,142553,232682,20.19%,97995,137899,159952,119006,41477,78266,34555,60411,79350,286774,48222,174100,1048,216520,315977,183962,716458,343006,16854,248117,273296,32354,2207,4087,4229,23653,21.9,38,479137,369905,28756,3949,12335,647,63545,296264,436717
TX-28,771913,281767,131746,114202,245948,111717,74446,186163,-21.80%,98438,67822,136248,99665,39010,65517,31048,56191,70979,251877,29890,165200,943,266623,288547,131481,686652,321251,23612,228650,237426,34000,4023,4282,7479,31018,24.5,33.7,394012,261445,32047,4458,6127,54,89881,377901,583098
TX-29,740023,269618,118432,54252,172684,105270,33702,138972,-36.30%,78266,41320,149148,76722,23575,38588,15117,48391,62811,244134,25484,158200,993,364289,320771,36639,721699,319644,34327,207875,228406,35381,2618,5753,11124,26517,27.2,33.1,438890,131504,97821,4436,19978,691,184460,301133,550847
TX-3,804464,292972,152279,204527,356806,92154,162667,254821,38.95%,73396,141695,96220,108487,37961,164432,88601,100514,128791,278702,14270,373000,1485,74788,406076,85388,566252,392923,21541,200594,237847,23667,793,2713,7071,115677,29.1,38.1,713826,484273,85643,6115,104824,640,32331,90638,129385
TX-30,780295,311712,217220,58710,275930,175754,46841,222595,-55.41%,172159,52855,125051,96080,37161,96236,55789,61427,81960,292265,19447,205400,1339,321542,317812,26811,666165,372406,26663,206151,253472,34332,5371,6992,6821,56548,27.9,34.2,619712,185732,310737,3953,28681,56,90553,160583,284732
TX-31,801721,309590,133173,202403,335576,78529,152244,230773,37.35%,72950,129270,123344,122332,45445,131724,72225,81714,104972,288602,20988,306100,1221,83470,340417,150681,574567,368327,18323,222039,253592,32598,384,8471,5404,83218,24,37,669253,514044,60435,5584,37829,1366,49995,132468,191199
TX-32,755403,344448,172783,86016,258799,127091,72264,199355,-11.25%,114149,88261,101510,92090,33992,121337,67674,58647,86269,313135,31313,298300,1241,329470,343041,5565,678076,395883,22505,174473,256755,34958,7319,6293,8005,76097,25.8,33.2,586492,288863,149576,6872,55950,273,84958,168911,283284
TX-33,785806,290824,139279,45679,184958,109962,33356,143318,-44.04%,104186,43509,123529,78989,22306,68937,39223,52202,71868,268669,22155,195300,1148,387766,299282,14204,701252,374695,24443,183206,248687,51043,2441,4423,6082,51672,25.2,31.4,623970,159507,151013,18559,67627,683,226581,161836,463279
TX-34,768385,276395,116921,85224,202145,109947,49832,159779,-37.65%,93082,45296,127100,80280,25971,55294,25249,44936,60747,239144,37251,97200,798,323832,241287,156139,721258,290024,28707,240199,218401,29718,580,4134,6913,25305,20.7,30.8,324143,237125,3604,3829,3609,291,75685,444242,701430
TX-35,760005,313522,187920,69394,257314,124314,46989,171303,-36.83%,106176,51375,117653,105450,35299,108750,47848,63991,83510,293597,19925,245000,1265,233160,313447,39932,586539,386689,29158,187824,245501,45955,4954,4548,7984,76627,26.7,32.9,506372,289083,85831,12218,24303,1025,93912,253633,423995
TX-36,782741,311529,102271,198523,300794,79792,163624,243416,37.38%,79712,154955,143367,116691,46604,77506,43844,65378,90046,280648,30881,202700,1114,114494,397041,183026,694560,330031,28907,238556,251718,30368,751,3463,5933,28906,28.4,36,638214,412685,94906,4642,39603,245,86133,144527,256420
TX-37,772674,382490,289357,86880,376237,217081,74811,291892,-29.24%,181354,91088,80479,71112,32217,207842,131413,81520,118340,365187,17303,525300,1428,279716,371326,3862,654904,457128,21883,166210,230485,18971,6967,8928,8834,180005,22.7,34.8,649540,458476,54315,7028,68663,189,60869,123134,221289
TX-38,783719,312329,143891,208700,352591,98205,174845,273050,42.57%,74025,175336,84763,92100,35385,163664,95282,91184,138451,292129,20200,323400,1400,145166,481665,16887,643718,387170,24539,180975,265227,27807,3037,4769,5504,70930,28.1,35.9,655297,430680,86692,5033,75152,0,57740,128422,189633
TX-4,788283,321198,125278,214657,339935,80818,171923,252741,40.89%,76969,152602,111950,99299,41002,151529,93771,82640,113858,297012,24186,331900,1328,97480,369183,159656,626319,392033,20214,211522,242510,32125,2017,4333,4661,99884,26.8,38.4,700365,505116,70694,3669,90342,334,30210,87918,110668
TX-5,774952,292266,113847,180739,294586,81979,151941,233920,31.52%,83761,144581,147836,116884,42627,84712,37249,65835,83342,268140,24126,224900,1200,104619,353115,214604,672338,361265,20579,223202,260041,33494,779,2753,3334,49578,31.2,37.2,591729,398613,104785,3819,30126,186,54200,183223,233514
TX-6,766924,288341,105413,172918,278331,73237,143595,216832,34.05%,72547,133824,141978,103947,41986,84455,42315,67221,87288,265773,22568,227500,1194,138264,311707,228546,678518,358229,21359,219247,269817,32663,883,2549,2650,40067,27.3,36.4,625092,404793,100332,7245,24594,260,87868,141832,265114
TX-7,793128,354336,179451,96316,275767,133905,69728,203633,-7.51%,102447,80217,82020,75736,30512,146424,122552,68025,109565,322333,32003,335800,1222,297280,338788,5160,641228,419112,33419,180510,251021,35678,10709,8711,20579,82043,26.7,34.7,677832,246461,160878,4106,157787,65,108535,115296,244758
TX-8,821153,297429,111748,196684,308432,72905,145384,218289,43.53%,56127,116571,130240,114390,43661,113547,61515,83814,102405,273518,23911,254200,1373,27482,378245,161093,566821,370092,28148,222642,255187,33414,3110,2605,3073,64703,33.9,35.8,662655,411092,94441,8773,46582,501,101266,158498,286727
TX-9,738398,307618,195474,58370,253844,160230,41067,201297,-50.70%,148280,49850,113143,84490,26143,96739,64968,54330,74831,285196,22422,211900,1028,264746,397399,16749,678894,351283,32774,194977,229990,39229,13371,5652,9145,44045,27.6,35.8,611131,137919,267819,4873,72466,380,127674,127267,273807
UT-1,836389,302380,142884,216352,359236,84371,129240,213611,46.87%,90203,160734,114394,127330,47298,121112,67091,77807,106302,281730,20650,397100,1097,176108,425990,94540,696639,424383,11543,191825,287171,35315,5636,9351,7693,76799,21.6,31.7,766372,692294,9393,5948,16231,3023,39483,70017,114567
UT-2,833949,325197,143182,205178,348360,83965,128129,212094,42.03%,86903,137364,132660,128368,49481,107757,62771,72791,92699,293199,31998,385200,1191,143325,431539,112693,687557,411471,18303,215445,273753,39802,5759,6618,5767,73042,20.4,34,754635,626213,14484,8287,25399,12230,68022,79314,153194
UT-3,827399,300207,148960,225133,374093,81090,143420,224510,54.04%,87551,174715,85531,118401,43180,139916,72245,80915,114503,272673,27534,470100,1216,142509,480981,111740,735231,409470,14808,206339,258009,32726,6084,10950,7679,88925,20.5,30.5,746476,674320,3955,12290,19702,5785,30424,80923,90840
UT-4,840238,262370,125229,218403,343632,61238,114419,175657,56.32%,62806,122939,112425,123077,51237,116097,53108,87320,107883,253897,8473,443600,1384,88455,434498,89743,612695,408444,15039,172278,264896,36468,4270,3641,4790,88568,23.3,30.8,753615,654914,8150,6097,22724,7817,53913,86623,135038
VA-1,805071,337213,210907,241626,452533,164305,220088,384393,20.07%,155303,219667,118317,100773,41807,151156,115034,93142,121401,305610,31603,348300,1377,43637,459453,174267,677358,385962,18089,232246,264249,18286,877,4034,3271,95196,25.9,41.7,740157,573779,101195,2616,43501,116,18950,64914,46046
VA-10,791467,269785,239474,165175,404649,174895,148591,323486,0.54%,141293,133654,86783,75709,32754,160468,128288,140815,167571,261221,8564,598600,1911,55046,475432,98802,629279,420715,14217,175701,241455,29392,3453,4165,5780,132548,31.8,37.9,682957,445950,64606,4582,125560,314,41945,108510,140272
VA-11,774154,291812,296777,121577,418354,247441,115142,362583,-17.94%,211985,143934,52788,64320,27696,182686,179030,139003,173364,281675,10137,643000,2020,89393,627492,7496,724380,413198,21306,182876,200496,23956,8116,6980,7501,163644,26.8,38.7,678139,404871,61787,2023,171974,374,37110,96015,104749
VA-2,784186,330801,202122,193849,395971,159189,178996,338185,3.44%,165971,174853,131840,118228,48333,135104,79306,82927,105238,307964,22837,322300,1363,158835,449946,98755,707535,373985,17673,204905,291803,31623,1799,8288,5571,60725,24.9,38.5,707857,471529,171374,2366,40608,1278,20702,76329,58620
VA-3,782300,340985,230248,101373,331621,202532,97180,299712,-37.82%,228737,109919,136028,121065,50677,94293,59549,59672,79141,323703,17282,232400,1145,299926,428157,13466,741549,351280,21878,199714,287517,33216,7331,15317,7569,45978,22,34.1,705518,321800,331458,2311,22747,799,26403,76782,65488
VA-4,777131,348509,264454,123594,388048,226505,114368,340873,-31.51%,222032,118736,158877,109477,43160,108027,67144,59458,79090,315986,32523,243300,1138,234267,355026,141027,730319,374049,25313,241785,259202,25433,5134,5825,5837,68815,24.8,37.7,726100,336812,327127,3048,18120,2637,38356,51031,63513
VA-5,790423,363821,195887,231760,427647,163704,207964,371668,9.14%,173497,192792,159762,99201,49242,101741,76240,62276,87269,309762,54059,231300,956,99747,220796,440281,760824,362726,18465,272169,256928,22353,2414,8267,6148,58293,24.8,41.7,743521,552437,161123,3282,14345,582,11752,46902,30067
VA-6,785188,348069,151507,239666,391173,119932,209550,329482,18.63%,138274,183871,188135,104932,41004,92606,62807,62229,81227,311071,36998,243500,925,113388,322315,307225,742928,377545,18052,246142,280931,32383,2712,9751,5400,39262,24.3,40.2,726104,626409,60538,2110,12812,771,23464,59084,56845
VA-7,798670,287181,204622,178344,382966,158991,151838,310829,-3.81%,149550,133558,130023,98807,45613,119897,80788,102189,121892,272832,14349,377000,1581,51783,414189,195789,661760,396994,20541,187686,271128,36678,2987,6090,5198,81911,34.8,37.1,697117,427988,162900,7480,38115,699,59935,101553,142578
VA-8,770372,346193,303882,83638,387520,264688,75658,340346,-36.55%,233599,106290,67124,59202,25808,169264,193216,116332,158729,318679,27514,672300,1890,285456,417428,9420,712304,427030,19804,165086,189320,24106,26534,11037,11466,171857,26.1,37.5,657954,400269,102907,4938,87854,193,61793,112418,148344
VA-9,783312,387960,113688,281828,395516,99291,250068,349359,29.83%,139291,207731,190922,117527,50306,79633,48183,50037,67761,322958,65002,158100,720,63992,201774,545874,811640,322938,15986,318573,253375,23070,1563,6631,2722,31935,25.2,44.3,753567,689268,42818,2262,10595,567,8057,29745,22828
VT-1,645570,336747,242820,112704,355524,178573,95369,273942,-36.50%,219262,98974,121159,72908,37790,120373,85248,72431,94496,270163,66584,271500,1115,81200,153987,362287,597475,333135,14648,193731,220259,24108,1704,12881,4731,64227,23,42.9,612430,588142,7120,1234,11345,101,4488,33140,13206
WA-1,770301,308734,250883,130736,381619,185817,104586,290403,-19.31%,173470,111353,87582,101144,48733,165360,115478,120671,159176,296032,12702,713100,1992,80422,489008,33468,602898,391454,22214,198656,207644,20471,6410,5456,4909,140285,26.4,36.9,686257,472330,21198,3494,157134,3125,28976,84044,72320
WA-10,769533,307598,216908,149920,366828,151062,113176,264238,-16.41%,161191,113813,130678,131435,61134,109007,55384,79478,97782,293153,14445,431600,1527,126512,435799,86578,648888,349627,23256,212792,252744,31661,6708,8877,5212,61264,27.8,37,651414,485829,53864,15025,54851,14902,26943,118119,99058
WA-2,775616,346556,263078,162799,425877,190789,128479,319268,-16.71%,194574,131748,126042,130525,53332,127479,74598,77404,102716,312445,34111,538000,1417,142158,369439,176509,688107,362087,22209,245416,250503,25790,5371,8535,6131,67728,24.8,40.3,693435,559613,22007,12029,56896,2529,40361,82181,92911
WA-3,782709,320030,196207,213882,410089,132410,156106,288516,1.54%,150275,138940,153535,139668,60847,96139,54172,79251,99108,298671,21359,411700,1335,101780,360092,205422,667294,352410,22541,251521,240988,24277,2043,5123,6645,63266,26.1,40.4,701401,611302,12941,9606,29377,3916,34259,81308,85239
WA-4,778838,295462,130115,184877,314992,89987,144688,234675,20.77%,95688,138504,129120,106959,49051,71640,42813,66812,85900,272130,23332,303500,986,122603,338582,218415,679600,338406,21565,227101,255736,33137,972,4957,4737,31868,21.1,34.7,617292,430296,7928,19044,13529,4186,142309,161546,315239
WA-5,781418,332121,180837,222219,403056,126571,172326,298897,11.05%,146032,165122,131116,133908,71183,101754,59395,62811,82516,306908,25213,340600,992,162818,334583,203225,700627,348767,24061,256456,240577,25840,4547,13360,5555,55303,21.1,38.1,707664,634176,15376,11824,16617,4914,24757,73754,63176
WA-6,776259,349930,253642,177181,430823,179625,138179,317804,-14.84%,194441,140534,132926,138467,68233,121876,74518,77880,102490,315876,34054,442100,1349,117272,359969,220838,698080,337345,21722,268044,223907,26229,7622,12612,6787,66058,27,42.1,678642,578011,27794,12362,33082,5747,21646,97617,69241
WA-7,770448,394866,396920,51406,448326,331173,43792,374965,-65.74%,292232,59608,60218,78398,36087,217211,167619,111033,153541,361747,33119,825500,1786,356722,240402,9697,606821,461061,27136,180957,163049,19191,24350,28334,14581,204323,25.8,36.2,681118,499104,38132,4769,111454,1612,26047,89330,68524
WA-8,782989,303087,226805,197513,424318,160477,149580,310057,-2.56%,163364,147304,112952,108581,49085,141719,86298,111589,148619,280972,22115,618000,1594,53736,440819,186242,680798,379522,18283,217054,232298,21932,3119,6081,6783,100131,31.9,40,704626,563585,15519,6992,79280,2486,36764,78363,82516
WA-9,750581,298756,254175,94106,348281,194241,70454,264695,-37.52%,179571,82286,104507,100690,47046,135280,86922,88622,125848,284321,14435,610200,1678,156657,461129,14230,632016,375885,29107,199794,205970,30697,16756,8970,6429,97318,28.3,37.6,660176,305202,94026,5479,180481,11139,63849,90405,110932
WI-1,732414,325683,190061,197967,388028,159127,168446,327573,-5.28%,198155,158711,153595,112835,55024,97564,51717,69394,90739,300145,25538,230900,966,177069,420874,113207,711151,364686,16343,212696,275314,26526,2534,5339,7760,41721,23.3,40.7,650522,564053,42816,5428,13829,0,24396,81892,96019
WI-2,739669,333213,310854,125909,436763,260080,110840,370920,-35.69%,259032,104055,107025,82465,50596,146652,91993,75880,98166,316976,16237,311200,1139,176900,338936,152643,668479,405460,11194,188064,261008,20455,4812,18933,10493,86840,21,37.2,681171,599658,30663,1669,35271,108,13802,58498,45682
WI-3,734834,332742,185099,203595,388694,161653,177925,339578,-11.31%,216995,142900,162830,99222,68811,89155,41653,61644,78568,298352,34390,199300,833,117354,250498,343319,711171,368037,12514,218129,274835,25511,1318,11161,5882,43534,21.8,39.5,700158,661061,7972,4096,16719,151,10159,34676,24203
WI-4,732094,331425,260129,78277,338406,242180,74948,317128,-48.45%,266619,96107,132071,89422,34276,99401,61873,51865,74900,301228,30197,182100,949,507213,233477,7367,748058,342695,22848,198930,223263,24713,11781,11455,5093,60344,21.2,33.6,638963,316671,237723,3660,35323,182,45404,93131,131776
WI-5,737380,318973,175992,282392,458384,137785,249334,387119,30.00%,159207,244542,134019,100398,56625,145271,67008,83862,107009,306337,12636,301400,1038,84789,467479,161056,713324,395831,11077,197694,292798,20947,820,5720,3558,65156,23.1,43.5,693135,643794,13091,2665,22283,46,11256,44245,41211
WI-6,738026,337220,171838,236887,408725,141353,204978,346331,7.44%,187111,186952,175856,104547,62036,98882,46920,66013,86389,306872,30348,202600,797,111546,368439,239304,719290,376301,11023,216986,287225,21999,1537,8514,5576,44726,21.3,42,697773,647261,15683,2041,19584,150,13054,40253,39031
WI-7,744643,419993,165840,250172,416012,138560,214542,353102,2.62%,198779,169360,184393,112633,69955,91412,44642,64670,82813,314894,105099,194800,754,95561,178708,442059,716327,362432,12157,230954,266540,29240,733,9239,5446,44987,22.3,44.9,709371,672482,5299,11134,12859,115,7482,35272,19067
WI-8,736848,349025,170935,234775,405710,140025,202412,342437,3.43%,191313,159766,172567,92794,63792,108130,44205,67451,87230,305166,43859,214000,836,139103,299607,256250,694960,375694,12892,204682,279549,24402,1771,8418,5838,49987,21.1,41.1,687460,627022,10891,11414,19875,0,18258,49388,44334
WV-1,881980,438203,112947,273523,386470,92960,247279,340239,28.14%,157172,197710,256781,109414,49185,82155,53675,46156,65679,359332,78871,118400,751,126025,258464,577976,962466,326347,21636,373490,252591,29106,1652,6036,3720,27338,24.9,44,846845,807446,30016,1052,5579,155,2597,35135,9502
WV-2,900979,420259,123037,271859,394896,95834,242092,337926,26.53%,146673,199734,238530,113337,51536,97221,72137,57012,78844,362869,57390,165600,778,131503,286998,472024,890525,395132,26305,320836,292918,33458,876,9064,5609,44931,26.4,41.6,847091,809940,20754,1225,8527,336,6309,53888,20848
WY-1,578803,274373,73491,193559,267050,55973,174419,230392,42.32%,82868,164958,107814,97615,48945,73255,42363,65204,86911,242763,31610,266400,889,103049,246778,213775,563602,287432,11171,160319,215257,26167,2252,9520,5050,25382,18.3,39,531686,489477,6687,10356,5020,96,20050,47117,61090
